0,1.01048,5.48197,4.47149
0,20.467,21.8804,1.4134
0,0.484642,0.746211,0.261569
1,2.73248,10.1114,7.37892
1,1.23555,2.31771,1.08216
1,1.49058,1.97823,0.48765
2,6.24979,11.6646,5.41481
2,2.28415,2.67123,0.38708
2,0.659659,0.999398,0.339739
3,23.3624,28.4184,5.056
3,0.592519,1.04064,0.448121
3,0.613483,0.984829,0.371346
4,16.4971,18.5898,2.0927
4,0.792325,1.1692,0.376875
4,0.880586,1.23747,0.356884
5,11.1741,12.2733,1.0992
5,5.37972,6.08345,0.70373
5,5.6234,6.09495,0.47155
6,1.72568,2.08208,0.3564
6,2.55758,2.89826,0.34068
6,3.13744,3.43393,0.29649
7,6.51672,16.9703,10.4536
7,0.584701,0.914968,0.330267
7,0.564079,0.857513,0.293434
8,11.8174,14.8072,2.9898
8,6.43277,6.85751,0.42474
8,0.546834,0.903158,0.356324
9,12.3675,15.453,3.0855
9,22.0838,23.2191,1.1353
9,0.771341,1.18912,0.417779
10,8.12639,9.91974,1.79335
10,8.45204,9.11558,0.66354
10,10.665,11.2525,0.5875
11,2.44902,9.78328,7.33426
11,0.714249,1.08447,0.370221
11,0.566706,0.883065,0.316359
12,2.92904,4.82154,1.8925
12,2.55669,3.07989,0.5232
12,0.757656,1.17897,0.421314
13,1.47829,6.67706,5.19877
13,14.0638,16.8364,2.7726
13,0.600614,0.878224,0.27761
14,0.889388,4.92002,4.03063
14,0.555863,0.974217,0.418354
14,0.773229,1.14386,0.370631
15,4.14167,7.03546,2.89379
15,1.40865,3.63471,2.22606
15,2.09531,2.61541,0.5201
16,0.903445,1.48119,0.577745
16,5.6016,6.08933,0.48773
16,4.19689,4.64649,0.4496
17,7.63582,9.83219,2.19637
17,0.765763,1.05899,0.293227
17,1.08625,1.35311,0.26686
18,1.24931,5.86161,4.6123
18,7.06554,8.42066,1.35512
18,1.29024,1.66638,0.37614
19,1.01781,4.40519,3.38738
19,0.783083,1.1264,0.343317
19,0.418838,0.759449,0.340611
20,2.86785,9.60599,6.73814
20,2.91769,3.29858,0.38089
20,0.51535,0.880807,0.365457
21,3.86782,6.63201,2.76419
21,1.07952,2.03527,0.95575
21,0.941626,1.39572,0.454094
22,0.924789,5.43895,4.51416
22,0.972866,1.33297,0.360104
22,0.454718,0.775036,0.320318
23,5.34446,8.61243,3.26797
23,1.50928,2.01414,0.50486
23,0.659412,0.992506,0.333094
24,0.925348,2.60243,1.67708
24,0.725666,1.18862,0.462954
24,0.658555,0.944746,0.286191
25,1.05361,1.59554,0.54193
25,0.599251,1.03581,0.436559
25,0.971786,1.36335,0.391564
26,7.08795,10.6506,3.56265
26,0.945392,3.75495,2.80956
26,1.37413,1.67944,0.30531
27,4.85624,12.9059,8.04966
27,1.72052,2.08596,0.36544
27,0.636448,0.929408,0.29296
28,5.19064,22.9973,17.8067
28,0.882718,1.29301,0.410292
28,4.22212,4.45243,0.23031
29,1.1587,3.54219,2.38349
29,8.34338,10.4766,2.13322
29,1.31394,1.96248,0.64854
30,1.74645,3.67742,1.93097
30,1.36388,2.10942,0.74554
30,1.25957,1.91372,0.65415
31,1.8196,16.1925,14.3729
31,0.536841,0.958936,0.422095
31,0.517528,0.756389,0.238861
32,1.16559,5.03001,3.86442
32,1.36812,3.01597,1.64785
32,1.46465,1.87374,0.40909
33,2.65108,3.06564,0.41456
33,2.7265,3.11119,0.38469
33,0.704357,1.05028,0.345923
34,0.680205,1.26929,0.589085
34,2.8013,3.35503,0.55373
34,2.49623,2.8794,0.38317
35,10.1311,27.7302,17.5991
35,13.1749,13.7735,0.5986
35,0.68383,0.993896,0.310066
36,6.05471,6.6839,0.62919
36,6.11022,6.5391,0.42888
36,6.56511,6.92572,0.36061
37,1.7098,12.9339,11.2241
37,7.82912,9.05795,1.22883
37,8.24104,8.84023,0.59919
38,10.4244,11.4621,1.0377
38,0.688611,0.980104,0.291493
38,0.562267,0.851579,0.289312
39,7.01961,14.9267,7.90709
39,4.49926,8.58308,4.08382
39,1.17275,5.12255,3.9498
40,0.684508,1.20656,0.522052
40,0.480332,0.878502,0.39817
40,0.779804,1.17453,0.394726
41,22.9193,24.5496,1.6303
41,0.657974,0.951765,0.293791
41,0.780483,1.07195,0.291467
42,11.7023,21.0656,9.3633
42,10.5493,13.7919,3.2426
42,0.720459,0.963695,0.243236
43,19.2996,20.5305,1.2309
43,0.542925,0.872953,0.330028
43,0.929861,1.21963,0.289769
44,0.897927,4.69085,3.79292
44,6.77157,10.4716,3.70003
44,0.820454,2.81074,1.99029
45,1.26027,5.85672,4.59645
45,5.02158,5.44757,0.42599
45,0.682248,0.999772,0.317524
46,1.131,4.92745,3.79645
46,1.09922,1.4352,0.33598
46,1.57338,1.90292,0.32954
47,1.14002,5.30077,4.16075
47,0.75328,3.45764,2.70436
47,0.468846,0.827301,0.358455
48,1.42958,4.29401,2.86443
48,1.03908,1.57583,0.53675
48,1.44114,1.9309,0.48976
49,9.73182,18.4643,8.73248
49,3.50558,4.02837,0.52279
49,0.576676,0.93819,0.361514
50,0.468823,0.83675,0.367927
50,7.46212,7.8138,0.35168
50,0.410797,0.759132,0.348335
51,1.30819,8.41121,7.10302
51,10.1476,10.5272,0.3796
51,0.854504,1.20747,0.352966
52,4.2153,5.60664,1.39134
52,4.42376,5.55714,1.13338
52,0.922034,1.42558,0.503546
53,5.7031,7.36345,1.66035
53,2.04821,3.56173,1.51352
53,0.73762,1.12772,0.3901
54,1.81139,5.60459,3.7932
54,1.08951,3.89501,2.8055
54,1.04619,1.80179,0.7556
55,12.8659,20.1061,7.2402
55,14.9387,15.3959,0.4572
55,0.848856,1.14166,0.292804
56,2.68723,7.96121,5.27398
56,2.96006,7.95117,4.99111
56,0.71542,1.46687,0.75145
57,2.96582,4.78034,1.81452
57,3.42977,3.71839,0.28862
57,1.00676,1.28162,0.27486
58,2.78331,3.40899,0.62568
58,1.81272,2.39877,0.58605
58,2.35316,2.68397,0.33081
59,1.66838,5.68032,4.01194
59,1.16918,3.97339,2.80421
59,1.23819,2.92356,1.68537
60,1.8178,6.02664,4.20884
60,1.15923,2.57927,1.42004
60,1.09427,1.76294,0.66867
61,7.42421,17.3696,9.94539
61,0.816473,3.01088,2.19441
61,0.539933,1.13249,0.592557
62,1.4398,3.9997,2.5599
62,0.984012,2.55993,1.57592
62,0.697061,1.08169,0.384629
63,1.01097,1.63108,0.62011
63,0.707253,1.0885,0.381247
63,0.748098,1.0706,0.322502
64,1.25539,7.34399,6.0886
64,1.38352,5.00622,3.6227
64,1.1729,2.05113,0.87823
65,1.51339,3.32828,1.81489
65,0.947988,2.19163,1.24364
65,2.26387,2.9584,0.69453
66,1.13249,6.20543,5.07294
66,1.19194,3.54515,2.35321
66,0.991382,1.61952,0.628138
67,1.30813,1.76405,0.45592
67,0.839323,1.22276,0.383437
67,0.754522,1.11466,0.360138
68,12.4534,19.8596,7.4062
68,10.2043,17.0156,6.8113
68,0.552875,0.852351,0.299476
69,2.97198,12.7909,9.81892
69,6.47812,7.47882,1.0007
69,6.96577,7.28493,0.31916
70,17.4512,26.5114,9.0602
70,0.666499,0.972635,0.306136
70,0.569183,0.84558,0.276397
71,6.022,11.0716,5.0496
71,0.765904,1.30314,0.537236
71,0.702627,1.20882,0.506193
72,0.931577,1.32892,0.397343
72,1.56674,1.90917,0.34243
72,0.564749,0.894334,0.329585
73,1.31683,7.28714,5.97031
73,1.61364,2.9948,1.38116
73,1.5021,2.38571,0.88361
74,2.52814,3.55586,1.02772
74,2.25315,3.22878,0.97563
74,3.26762,3.98113,0.71351
75,3.88647,11.4943,7.60783
75,1.1496,3.16461,2.01501
75,1.39457,1.78981,0.39524
76,14.2738,15.2391,0.9653
76,0.67796,1.02804,0.35008
76,17.8772,18.2176,0.3404
77,4.0432,15.8726,11.8294
77,2.58013,3.1994,0.61927
77,0.869223,1.22952,0.360297
78,12.513,15.1132,2.6002
78,4.33013,4.5791,0.24897
78,0.623806,0.849481,0.225675
79,7.58961,11.383,3.79339
79,0.533966,0.7967,0.262734
79,0.582084,0.835152,0.253068
80,2.59908,16.7078,14.1087
80,0.511849,0.911006,0.399157
80,0.558905,0.82726,0.268355
81,2.10153,3.88705,1.78552
81,14.2097,15.208,0.9983
81,0.773221,1.20858,0.435359
82,1.78984,9.65945,7.86961
82,18.5244,24.1609,5.6365
82,0.609399,0.93212,0.322721
83,0.903107,2.85538,1.95227
83,0.831878,2.08637,1.25449
83,1.02856,1.82932,0.80076
84,2.48916,3.72232,1.23316
84,1.38214,2.41309,1.03095
84,1.12433,2.08071,0.95638
85,1.13163,2.73269,1.60106
85,8.3972,8.87455,0.47735
85,1.09525,1.48678,0.39153
86,15.6056,20.9744,5.3688
86,1.80979,6.14619,4.3364
86,0.62144,0.988828,0.367388
87,2.17852,14.1203,11.9418
87,0.496607,0.871772,0.375165
87,0.681863,0.940129,0.258266
88,1.08276,3.94354,2.86078
88,2.68672,5.12194,2.43522
88,3.44619,4.05477,0.60858
89,1.12798,12.4071,11.2791
89,12.38,13.3449,0.9649
89,1.15127,1.59685,0.44558
90,1.37693,5.4339,4.05697
90,1.12313,2.74193,1.6188
90,0.855242,1.25033,0.395088
91,0.603332,0.860679,0.257347
91,0.590645,0.840912,0.250267
91,0.422319,0.653898,0.231579
92,0.933117,5.57415,4.64103
92,3.75348,6.90509,3.15161
92,2.94296,3.86518,0.92222
93,5.67142,17.3717,11.7003
93,1.47556,7.53942,6.06386
93,0.932926,1.43628,0.503354
94,1.35085,1.67903,0.32818
94,0.519371,0.826009,0.306638
94,0.855198,1.15405,0.298852
95,4.69655,8.31258,3.61603
95,5.95127,6.49379,0.54252
95,7.05765,7.57173,0.51408
96,2.33425,7.96338,5.62913
96,0.62463,0.991527,0.366897
96,0.654505,0.989812,0.335307
97,4.98309,20.1806,15.1975
97,10.107,11.0804,0.9734
97,0.529284,0.894742,0.365458
98,14.1243,16.3122,2.1879
98,1.59026,2.07472,0.48446
98,0.751617,1.07852,0.326903
99,1.37602,10.3282,8.95218
99,0.802616,1.30841,0.505794
99,1.33745,1.8301,0.49265
100,5.46056,6.6568,1.19624
100,0.713687,1.4487,0.735013
100,4.70248,5.14976,0.44728
101,1.08574,8.78873,7.70299
101,1.05538,4.46404,3.40866
101,1.07882,2.81824,1.73942
102,8.49169,16.8786,8.38691
102,1.04934,1.3425,0.29316
102,0.73641,1.0279,0.29149
103,1.46536,7.72683,6.26147
103,1.25403,3.41177,2.15774
103,1.30733,2.20118,0.89385
104,0.550822,1.34895,0.798128
104,1.8619,2.27685,0.41495
104,1.05237,1.44804,0.39567
105,2.20776,4.15535,1.94759
105,0.646715,1.13808,0.491365
105,1.193,1.67574,0.48274
106,13.185,17.3771,4.1921
106,3.47926,6.38468,2.90542
106,4.62442,5.17377,0.54935
107,1.37008,2.59996,1.22988
107,0.651777,1.17409,0.522313
107,0.949133,1.4464,0.497267
108,1.01069,1.90891,0.89822
108,0.80158,1.56695,0.76537
108,0.893399,1.61165,0.718251
109,5.19327,6.95057,1.7573
109,0.755713,1.24393,0.488217
109,6.37635,6.76061,0.38426
110,1.78422,8.99291,7.20869
110,3.15122,7.87279,4.72157
110,0.809582,1.08221,0.272628
111,12.0372,24.6171,12.5799
111,0.50012,0.841999,0.341879
111,0.604809,0.879488,0.274679
112,5.41608,15.9447,10.5286
112,12.3587,17.9436,5.5849
112,0.50852,0.858498,0.349978
113,0.719654,1.08496,0.365306
113,0.576639,0.872158,0.295519
113,0.954406,1.20962,0.255214
114,1.58771,5.25234,3.66463
114,1.58778,2.60105,1.01327
114,0.766066,1.52503,0.758964
115,1.47703,10.5137,9.03667
115,0.763521,1.08076,0.317239
115,0.568001,0.845327,0.277326
116,27.9819,30.1801,2.1982
116,0.619536,1.22821,0.608674
116,0.49896,0.756489,0.257529
117,1.83353,14.5681,12.7346
117,2.41279,10.2927,7.87991
117,0.585926,0.97583,0.389904
118,9.32466,10.8,1.47534
118,0.695157,1.57499,0.879833
118,0.69885,1.0663,0.36745
