nr,cor,pred,loss,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,drot90,drot180,drot270,dtrans1_1,dtrans5_5,dtrans-5_-5,dscale1.2,dscale1.5,dscale2,rrot90,rrot180,rrot270,rtrans1_1,rtrans5_5,rtrans-5_-5,rscale1.2,rscale1.5,rscale2,prot90,prot180,prot270,ptrans1_1,ptrans5_5,ptrans-5_-5,pscale1.2,pscale1.5,pscale2,crot90,crot180,crot270,ctrans1_1,ctrans5_5,ctrans-5_-5,cscale1.2,cscale1.5,cscale2
644,[0.838993 0.514318 0.43388 ],[0.987097 0.529941 0.411315],0.007562670023479223,[0.989224 0.533409 0.414202],[1.45768  0.652119 0.44897 ],[1.716783 0.708    0.4568  ],[1.142004 0.567288 0.423723],[1.151273 0.576568 0.431893],[0.895792 0.504713 0.395295],[1.962225 0.756489 0.46146 ],[2.196879 0.840002 0.473743],[3.335092 1.335583 0.508672],0.008482962846755981,0.630416750907898,0.9532313346862793,0.20466214418411255,0.23138171434402466,-0.1325530707836151,1.2518211603164673,1.5822720527648926,3.250994920730591,1.004399061203003,1.3269197940826416,1.4943242073059082,1.1061331033706665,1.119989275932312,0.9312610030174255,1.649166226387024,1.8205305337905884,2.6858925819396973,8.296930293324086e-06,0.07926475850094998,0.1887387659211465,0.008514987236790006,0.009850472618956255,0.0030765616623069647,0.3349043182815678,0.521202708511956,2.057206308220232,0.007773715638850869,0.133996957145834,0.26951792898131727,0.031574859318331906,0.03379929744003149,0.0016024038395287717,0.44035228507611746,0.6505044954792271,2.303526718137193
645,[6.10433  4.28254  0.385432],[6.247582 2.820855 0.552588],0.7283287753912645,[6.567845 3.753896 0.744814],[5.745705 2.913225 0.577181],[6.652562 3.635995 0.731499],[6.447376 2.741314 0.533901],[6.720901 3.118855 0.556966],[6.524403 2.133603 0.487942],[6.898039 3.528609 0.634566],[8.005901 3.406737 0.564297],[8.179363 1.231892 0.402782],1.4455305337905884,-0.38491326570510864,1.3990309238433838,0.10156619548797607,0.7756962180137634,-0.47507745027542114,1.4401888847351074,2.355910301208496,0.19301235675811768,1.1502469778060913,0.9599923491477966,1.145413875579834,1.010556697845459,1.0806251764297485,0.9506208896636963,1.1496918201446533,1.244870901107788,1.0200614929199219,0.33669521335234265,0.08700599504452693,0.2868237734641639,0.015531076632257168,0.104284518670872,0.1843747214220753,0.31024330552105656,1.1450268010711067,2.0930072045351316,0.2078219607199392,0.6801342260367752,0.2794470687440194,0.8383665734992806,0.5879158184369667,1.6016338356819306,0.4201512571135644,1.4716658071862192,4.53750600901332
646,[3.9948   0.466678 0.370129],[2.632412 0.792445 0.434741],0.6554663226876506,[2.70332  0.616735 0.405949],[1.318731 0.561832 0.4098  ],[2.333925 0.5635   0.408839],[2.712398 0.80269  0.437372],[1.432647 0.620953 0.443249],[4.225277 0.519207 0.378131],[2.975444 0.690733 0.413709],[1.19132  0.54351  0.411364],[1.019633 0.536673 0.415247],-0.13359525799751282,-1.5692355632781982,-0.5533356666564941,0.09286180138587952,-1.3627500534057617,1.2630161046981812,0.22028741240501404,-1.7134044170379639,-1.8880462646484375,0.9653862118721008,0.5934199690818787,0.8566338419914246,1.0240598917007446,0.6469191908836365,1.327240228652954,1.0570751428604126,0.5560666918754578,0.5108180046081543,0.012243739467122872,0.5931879690949474,0.04739399507997414,0.0021698606015977027,0.4896394766881886,0.8716937708112852,0.04281945799791753,0.7130872055876706,0.8889527545401803,0.5639066394000248,2.390658099438124,0.9231264647070144,0.5873268975572502,2.1979244523577854,0.0186476464984481,0.3637288483260102,2.622367074722798,2.952852045356888
647,[7.62113  0.275979 0.219741],[7.330845 0.531509 0.352376],0.055717719413740124,[6.859141 0.72446  0.369403],[8.500006 0.664963 0.32794 ],[7.883144 0.48738  0.345801],[7.802965 0.56206  0.34854 ],[7.068847 0.622693 0.361164],[9.35286  1.007797 0.358505],[8.077624 0.718503 0.349704],[7.326761 0.639339 0.357323],[0.931904 0.507043 0.398666],-0.2617267072200775,1.2781784534454346,0.5015945434570312,0.4988344609737396,-0.16202649474143982,2.5044326782226562,0.9311010241508484,0.10869306325912476,-6.377117156982422,0.9681393504142761,1.1555958986282349,1.0610604286193848,1.0607242584228516,0.9802761077880859,1.3048709630966187,1.1133453845977783,1.0132315158843994,0.22369733452796936,0.0866748590423508,0.46178140781739074,0.10234160568928512,0.07461521376170221,0.025678267620578826,1.4384784402780093,0.19755109348725006,0.0038895086298265844,13.649729241380939,0.26805369388692074,0.3118127241929535,0.04307758381269439,0.04383179257317419,0.1484093075870747,1.1845680333578597,0.1403682096889937,0.0792041343397017,14.943716637551857
648,[2.3704   0.629219 0.37158 ],[3.001361 0.623153 0.406123],0.13311389135408683,[2.290674 0.571978 0.410351],[2.262176 0.656131 0.424199],[3.490561 0.722428 0.414165],[1.996531 0.545064 0.403843],[2.37428  0.568134 0.406081],[3.425355 0.458048 0.365155],[3.575257 0.507303 0.370328],[4.544785 0.61408  0.383382],[2.927353 0.730664 0.427121],-0.7576344013214111,-0.6881303787231445,0.5965176224708557,-1.0851984024047852,-0.6821420192718506,0.21792107820510864,0.42225053906440735,1.5116095542907715,0.0545005202293396,0.812031090259552,0.8292750120162964,1.1479958295822144,0.7307626008987427,0.8307607173919678,1.0540660619735718,1.1047601699829102,1.3750298023223877,1.0135215520858765,0.16923744644830455,0.18260285456085779,0.08307913203080493,0.3385953790923694,0.13208596334028902,0.06956957297691346,0.11468656889557642,0.7942520168768313,0.005825502185100362,0.0037119728142358407,0.005068500328641781,0.4217543911492266,0.04930031648281397,0.0016455980782386726,0.3807567105460276,0.4888487514446336,1.5761055427772985,0.10785761283520184
649,[7.88609  0.49103  0.387441],[8.257776 0.858655 0.382485],0.09110772698041836,[7.921036 0.634066 0.362706],[7.390481 0.90439  0.38712 ],[7.286132 0.835672 0.382113],[8.443346 1.057323 0.394713],[7.626463 0.75733  0.371428],[8.059725 1.398311 0.427141],[9.293835 1.30316  0.407876],[9.78444  1.896822 0.430473],[10.590437  2.478212  0.433828],-0.5811086893081665,-0.8169257640838623,-0.9949988126754761,0.39646559953689575,-0.7436956167221069,0.3862600028514862,1.5059542655944824,2.6128180027008057,4.003560543060303,0.9388237595558167,0.913998007774353,0.8952513337135315,1.0417380332946777,0.921707272529602,1.0406635999679565,1.1585395336151123,1.2750648260116577,1.4214754104614258,0.05474176272616216,0.25143808208827334,0.31487372342892933,0.024684907088310837,0.13631515782944378,0.11081567017908404,0.42388214442497024,1.1369319331472505,2.6889695786904944,0.0074307645734166886,0.138831554184123,0.15958550765480414,0.2104249656292626,0.046192784562318845,0.2849611119036475,0.8805724593792957,1.8606116734288574,3.754845932232236
650,[2.6854   1.282709 0.38064 ],[3.577503 0.628716 0.409989],0.40813837530703984,[2.95286  0.608193 0.396756],[1.260252 0.567473 0.418224],[3.197067 0.736667 0.411618],[3.677521 0.627791 0.408917],[3.813801 0.76027  0.423896],[4.336771 0.654407 0.399398],[4.811867 0.5505   0.389541],[2.84488  0.530645 0.405496],[1.913099 0.724686 0.455115],-0.6583994030952454,-2.3702590465545654,-0.27085578441619873,0.09802031517028809,0.38175928592681885,0.7743678689002991,1.13569974899292,-0.8351876139640808,-1.5233080387115479,0.8573722243309021,0.4865354895591736,0.9413250088691711,1.0212340354919434,1.0826997756958008,1.1677496433258057,1.246024250984192,0.8190749287605286,0.6700087785720825,0.13025833734288148,1.7911557814493337,0.052128967785054194,0.00333523592493871,0.02444560252032583,0.19242040856622702,0.5100634777615317,0.1821249127245809,0.9271623206363904,0.17558873729994906,0.848007092092547,0.18697516919485754,0.4713407006291362,0.5160343412246654,1.0407144675710012,1.6860231839688078,0.19721718037870017,0.3044617360434969
651,[4.90225  0.373235 0.355945],[7.533916 0.661518 0.372093],2.336344587601942,[9.37439  0.479292 0.324269],[8.250952 0.617906 0.354114],[9.101107 0.416717 0.337154],[7.633317 0.628346 0.372436],[7.388361 0.847795 0.387813],[7.571428 0.908247 0.385595],[7.688599 0.703067 0.378898],[8.358068 0.917349 0.376641],[9.468987 1.793404 0.401774],1.6104234457015991,0.655444860458374,1.2874500751495361,0.06657162308692932,0.05644199252128601,0.29774200916290283,0.2030368149280548,1.0845319032669067,3.0966365337371826,1.187968373298645,1.0765035152435303,1.150270938873291,1.007770299911499,1.0065879821777344,1.034752368927002,1.0236984491348267,1.1265863180160522,1.3614388704299927,1.1409455866661027,0.17212184152287838,0.8390782737909532,0.0036603881437728227,0.01871083801682764,0.02082152348529102,0.008566506570953258,0.2482325543593952,1.6755146493106707,6.670761479473442,3.757890312277816,5.87754696911162,2.5080276621389106,2.1356568619601437,2.4705423516470595,2.6243525369805667,4.079723342178686,7.624687191050461
652,[4.18945  2.129989 0.321874],[4.720867 1.886464 0.503853],0.12494170770978769,[4.263259 2.134545 0.545579],[4.014911 1.589583 0.512254],[3.66633  1.566406 0.519619],[4.510911 1.69076  0.490881],[4.352581 1.912191 0.517797],[4.682217 1.492647 0.495573],[4.734748 1.886146 0.504266],[6.859673 1.371655 0.424986],[6.568628 1.707592 0.452591],-0.16780102252960205,-0.9944362640380859,-1.3588296175003052,-0.4186319410800934,-0.3286144733428955,-0.44074681401252747,0.01397562026977539,1.545130729675293,1.6176271438598633,0.9764032363891602,0.8601588606834412,0.8089165687561035,0.9411304593086243,0.9537890553474426,0.938020646572113,1.0019652843475342,1.2172818183898926,1.2274764776229858,0.09089689294298846,0.19552777779420202,0.4049117506051374,0.027516611932382123,0.0454970075057588,0.05221797418290238,6.431521198161742e-05,1.6152460284158454,1.1496141131942526,0.018504141428895646,0.1195824296216252,0.21012814216447961,0.10827397536679624,0.03747779851153627,0.22639834813336235,0.13002525953574576,2.571930964105093,1.9519977057514366
653,[9.52194 3.59823 0.34391],[8.722155 5.075598 0.632722],0.9685620776807067,[7.994126 3.969687 0.568952],[8.444778 3.909616 0.583643],[8.931086 4.482967 0.610634],[8.219261 4.84005  0.629095],[7.598854 2.623679 0.48452 ],[8.446108 5.639674 0.822956],[8.811019 5.066048 0.607316],[7.026872 1.828794 0.448353],[4.578007 1.879535 0.513221],-1.8977094888687134,-1.4924384355545044,-0.4057888984680176,-0.7420698404312134,-3.7234230041503906,0.47826218605041504,0.05390727519989014,-5.1264567375183105,-7.459712505340576,0.8684929609298706,0.8965772986412048,0.971879780292511,0.9485762715339661,0.7419750094413757,1.0331424474716187,1.0037356615066528,0.6447479128837585,0.4830584228038788,0.5857101721577133,0.47962068476420444,0.13178398604797317,0.10279935854404225,2.4318921536377807,0.14352390611901455,0.002877862091513824,4.483237529379238,9.134353725015275,0.8409464088325095,0.43823661770385564,0.4010033318978485,1.1068062225980713,1.555927251170364,1.8514640807116862,0.9097604448301283,3.1223923802752807,9.141684550354979
654,[4.29259  1.102646 0.503857],[4.321098 1.595513 0.489047],0.08131652341493079,[3.950899 1.483608 0.502639],[3.855686 1.204908 0.478416],[4.457582 1.731216 0.500371],[4.267934 1.701401 0.499243],[4.360188 1.745327 0.506611],[3.901813 1.296808 0.486447],[5.2517   1.677304 0.467335],[4.139621 1.25859  0.455559],[0.992328 0.523819 0.408319],-0.46851256489753723,-0.8666484355926514,0.28351208567619324,0.06291928887367249,0.20646843314170837,-0.7205910682678223,0.9906803369522095,-0.551887571811676,-4.481191635131836,0.9268596768379211,0.8647058010101318,1.0442596673965454,1.0098224878311157,1.0322321653366089,0.8875070810317993,1.1546571254730225,0.9138437509536743,0.3004322350025177,0.04991841422940535,0.12309798221616575,0.012390550160984818,0.004714221123386449,0.0080936358093077,0.08834401956417566,0.2910604710409433,0.04919064770937709,4.078584957681145,0.08729544439918935,0.06732994579518567,0.14077843408985843,0.11971206269368369,0.13920538494954968,0.06356960681894681,0.4171526523473337,0.016683608708520203,3.745298893404412
655,[0.654032 0.36946  0.320725],[0.897047 0.506795 0.397145],0.0279190420025192,[0.9835   0.526618 0.408765],[1.014949 0.541144 0.419823],[0.921707 0.515047 0.402934],[0.905529 0.510254 0.399773],[0.922384 0.514698 0.402117],[0.917062 0.510613 0.399099],[1.098024 0.573454 0.431649],[1.635348 0.715504 0.457784],[2.047178 0.746233 0.454769],0.11789649724960327,0.17492926120758057,0.0387018620967865,0.014568805694580078,0.038212358951568604,0.025787323713302612,0.30214008688926697,1.0076489448547363,1.4471923112869263,1.0654622316360474,1.0971297025680542,1.0214892625808716,1.0080894231796265,1.0212174654006958,1.0143184661865234,1.167763590812683,1.5594983100891113,1.8035552501678467,0.0026673775300511218,0.005198365207848592,0.00023658343999866105,3.0271262036289197e-05,0.00024305519428106473,0.00013967130340741818,0.015341925038254859,0.19744192196490692,0.46115069831230454,0.0469996341961589,0.05651897985513502,0.03320134465724373,0.029774053350100475,0.03324389035616523,0.03175052215306141,0.08368219434569885,0.3671711174663134,0.7002601755569691
656,[3.83675  0.9911   0.306934],[6.188813 1.369663 0.435751],1.897368252740005,[5.032028 1.267659 0.45385 ],[4.931225 1.570211 0.470013],[5.351856 1.417334 0.45951 ],[5.654338 1.038983 0.426847],[4.754226 1.067791 0.44097 ],[5.261491 2.151348 0.524012],[6.820709 1.236714 0.42544 ],[7.213087 1.191482 0.406917],[7.436934 1.710853 0.438682],-1.2406902313232422,-1.0227782726287842,-0.7655272483825684,-0.8740581274032593,-1.731239676475525,-0.057375699281692505,0.48863646388053894,0.8172590136528015,1.5922410488128662,0.8448017835617065,0.8720604777336121,0.904240071773529,0.8906638622283936,0.7834388017654419,0.9928228855133057,1.0611236095428467,1.1022312641143799,1.199173927307129,0.4496283501604488,0.5409740535098756,0.23444493582134415,0.13169709654078124,0.716398275800894,0.49291650850342733,0.13902475438624418,0.360571910084096,0.5580745791647921,0.5089192948799318,0.5199464999541544,0.8335000044799775,1.1067664554605894,0.28853631881341096,1.141061822575931,2.992794177243677,3.816599473658688,4.49890764935417
657,[1.283817 0.34866  0.330823],[1.545025 0.658081 0.446383],0.05910848842689323,[1.109168 0.571673 0.436485],[1.437823 0.61296  0.431923],[1.067585 0.553195 0.425787],[1.821588 0.683732 0.445285],[1.2619   0.606988 0.445052],[1.347471 0.610074 0.434479],[2.523816 0.978662 0.47961 ],[1.438221 0.6576   0.443804],[1.356301 0.693414 0.459466],-0.5321638584136963,-0.1667831540107727,-0.6029227375984192,0.3011142909526825,-0.33554941415786743,-0.25746583938598633,1.3325985670089722,-0.10986402630805969,-0.1403079628944397,0.7991447448730469,0.9370508790016174,0.7724381685256958,1.1136499643325806,0.8733531832695007,0.9028244614601135,1.5029642581939697,0.9585338830947876,0.9470434188842773,0.06584540751308794,0.004579098336569369,0.07979163150240846,0.02571531297590261,0.027590766147200203,0.013824710808717574,0.35396919778453206,0.003804651092244704,0.012345467965769075,0.030467163528800616,0.034597935743633984,0.03253643485417986,0.1381906334768706,0.026754007951808798,0.027711214554185803,0.6522127590358492,0.04401645429499839,0.04688620316942694
658,[0.422457 0.343638 0.338154],[0.729976 0.454753 0.361681],0.03582263499578798,[0.706856 0.441893 0.362052],[0.858658 0.485231 0.385902],[0.858228 0.477737 0.378929],[0.795008 0.476771 0.376006],[0.8037   0.477713 0.378398],[0.731399 0.447766 0.359189],[0.771306 0.461203 0.368597],[2.257801 0.701476 0.431337],[1.310575 0.628619 0.443943],-0.03560885787010193,0.18338006734848022,0.16848444938659668,0.10137420892715454,0.11340028047561646,-0.008056074380874634,0.05469489097595215,1.844203233718872,0.8367263078689575,0.9769731760025024,1.1185842752456665,1.1089519262313843,1.0655544996261597,1.0733312368392944,0.9947904348373413,1.0353689193725586,2.192570447921753,1.541076421737671,0.0002333390458337803,0.006024891517792952,0.005758111540681436,0.001639714070773124,0.002080609781722013,1.902018037025499e-05,0.0005991939609556832,0.7999908332774209,0.12469725334973258,0.030369413273266865,0.070866616167362,0.06984714741649067,0.052650429316862736,0.05498059923700354,0.03557679564317553,0.045481220903814214,1.1684056512196042,0.29371968572246226
659,[3.9501  0.87319 0.69448],[4.360091 0.44999  0.378785],0.14895157660033695,[3.37664  0.73923  0.419138],[3.798159 0.728587 0.407788],[4.221328 0.715593 0.396885],[4.509142 0.425061 0.374633],[4.82059  0.728728 0.40355 ],[6.009223 0.563821 0.370926],[5.502243 0.472791 0.372904],[6.20146  0.592504 0.382292],[2.40652  0.708984 0.442223],-0.6538574695587158,-0.254332035779953,0.14493978023529053,0.11997061967849731,0.7640016078948975,1.7551034688949585,1.1590728759765625,1.9873899221420288,-1.6311380863189697,0.8739883899688721,0.9509850144386292,1.02793288230896,1.0231207609176636,1.1472387313842773,1.3382441997528076,1.2233768701553345,1.3830106258392334,0.6856464743614197,0.3508213457786577,0.13140826435630526,0.03004261114105115,0.0076182587426541675,0.09678910035178638,0.9108844309899821,0.43502176574633616,1.1369870953998875,1.2958471640574107,0.14087152832668115,0.042062855306298656,0.06232139527735725,0.20521640602918767,0.2877542461436214,1.4801273686191354,0.8909593902579122,1.7482891398370013,0.8244117153843983
660,[1.6248   0.99507  0.440828],[4.147166 0.761492 0.411057],2.139258773497433,[5.071252 0.31348  0.346075],[1.372714 0.505404 0.395863],[2.542215 0.253974 0.318281],[4.187293 0.792417 0.415545],[4.769217 0.724174 0.39886 ],[3.606996 0.53077  0.379768],[5.394466 0.834194 0.418639],[6.004973 1.075459 0.41687 ],[4.558846 0.768198 0.412906],0.4110914170742035,-3.0457348823547363,-2.205245018005371,0.07553970813751221,0.57253497838974,-0.8021823167800903,1.3275840282440186,2.177586317062378,0.4202343225479126,1.0772770643234253,0.4274629056453705,0.5854581594467163,1.01419997215271,1.1076252460479736,0.8492057919502258,1.2495592832565308,1.409342646598816,1.0789955854415894,0.3529572282127047,2.5877999584742644,0.9473498147248792,0.0008622175445651692,0.1294961997615817,0.11533197986345319,0.5203668923791085,1.1833515757372008,0.05650940262668295,4.117191024192711,0.10178074473940178,0.46863050909765563,2.2026926628229284,3.3208348114992714,1.3828010416104706,4.745586062442494,6.397650460627415,2.8869578407744676
661,[4.65659  4.41797  0.432034],[5.675911 3.844272 0.875151],0.5214994256560114,[5.737394 3.730863 0.872587],[6.061756 3.923189 0.831608],[6.431309 3.638976 0.76803 ],[5.949389 3.903609 0.892669],[5.794603 3.784111 0.827371],[4.840588 1.997331 0.53078 ],[6.893784 3.422906 0.632573],[7.557467 1.340955 0.418152],[4.960656 0.982097 0.424214],-0.05449122190475464,0.4212176203727722,0.44297999143600464,0.35033196210861206,0.01075059175491333,-3.0266361236572266,0.5539278388023376,-1.0787615776062012,-4.02836799621582,0.9947580099105835,1.0405199527740479,1.0426132678985596,1.0337008237838745,1.001034140586853,0.7088466286659241,1.0532861948013306,0.8962263464927673,0.6124830842018127,0.005549460985312986,0.05233333613892081,0.20808218170946327,0.026205813171648867,0.006663364198849091,1.4091830108263537,0.5732025217650225,3.3385662731595964,2.968994300146884,0.6114468502820325,0.792986486177405,1.2897837977065532,0.7160268083618414,0.6177146361933286,1.9676996358226855,2.0118018233980703,5.961101373381734,3.9659143040872453
662,[1.20718  1.17966  0.420075],[2.692024 0.943148 0.47433 ],0.7545479165731873,[2.366276 0.835989 0.465766],[2.239903 0.785218 0.4588  ],[1.930102 0.777245 0.463378],[2.695932 0.954758 0.480545],[2.318343 0.897959 0.482129],[1.877656 0.734202 0.453466],[3.117327 1.031099 0.479358],[2.575879 0.923971 0.470813],[1.772687 0.710186 0.447778],-0.4414708912372589,-0.6255812048912048,-0.9387778043746948,0.02173331379890442,-0.4110713005065918,-1.0441782474517822,0.5182819366455078,-0.13883909583091736,-1.1788504123687744,0.8925731778144836,0.8477720022201538,0.7715592384338379,1.0052886009216309,0.8999705910682678,0.7459113001823425,1.1261179447174072,0.9662151336669922,0.7131403684616089,0.0392227033600537,0.07653235951266997,0.2027231939416323,6.28968136480168e-05,0.04724682854594183,0.23576308086065603,0.06288094534041495,0.004623278636965544,0.3000522937679406,0.4879004278403998,0.40786689312332375,0.2288097108521319,0.7568737459682039,0.4392966676053163,0.21636216645025297,1.2247484804197264,0.6470961979802082,0.18032384088370956
663,[1.96663 1.05116 0.39595],[4.439342 0.799931 0.420338],2.059337664356621,[2.513208 0.868868 0.468322],[4.056239 0.789624 0.415801],[3.169204 0.814573 0.44535 ],[3.748857 0.709395 0.415842],[3.205546 0.785253 0.436165],[3.918633 0.83298  0.431769],[5.035301 1.046662 0.430188],[4.938146 2.007138 0.502867],[4.759242 2.335515 0.542378],-1.8092126846313477,-0.39794665575027466,-1.2304835319519043,-0.7855167388916016,-1.2326475381851196,-0.47622931003570557,0.8525394797325134,1.788540244102478,1.977523684501648,0.6803290843963623,0.9296864867210388,0.782585084438324,0.8612065315246582,0.7822027206420898,0.9158546924591064,1.1506356000900269,1.3160181045532227,1.3494096994400024,1.2390151817493635,0.04896476095040825,0.5380293825537086,0.16166208998639586,0.5075727399819376,0.09078675195091535,0.13871343771185826,0.5709884131810959,0.8250820090634342,0.11240509645589408,1.4784204214361074,0.5015330263754564,1.0978438054839956,0.5357452725644464,1.2864004614944247,3.1393108383169106,3.2517436232012353,3.156563276829495
664,[10.19454  1.02958  0.9822 ],[9.744104 2.154206 0.433087],0.5897337465807597,[8.154398 0.72432  0.361774],[10.199955  2.171671  0.426249],[9.14941  2.09024  0.423068],[8.723473 3.331896 0.532588],[8.452219 2.200395 0.451909],[9.233416 2.473321 0.477189],[8.785395 4.123278 0.603589],[7.1977   4.337844 0.82353 ],[5.412244 3.845921 0.962072],-3.0909063816070557,0.4664769768714905,-0.6686795949935913,0.25655826926231384,-1.2268753051757812,-0.14747250080108643,1.1808637380599976,0.02767518162727356,-2.111161708831787,0.7493465542793274,1.0378283262252808,0.945774257183075,1.0208052396774292,0.9005079865455627,0.9880409240722656,1.095760703086853,1.0022443532943726,0.8287978172302246,1.525609146367148,0.0693838563962584,0.11928439517934919,0.8128474278724296,0.557151815626488,0.1215273882574716,1.6084791393220454,3.8016320405590043,7.3022458368590195,1.5467640701765124,0.5378280158561775,0.843308093151517,2.555616196400248,1.5625659362009945,1.0877280879020819,3.9000005923679244,6.650279652732095,10.267511947749579
665,[3.5252  2.24632 1.00394],[4.808403 0.784023 0.406652],1.380558972394504,[5.314848 1.754811 0.470563],[3.821731 0.803527 0.420736],[4.03074  0.900832 0.428369],[4.43677  0.966536 0.435329],[4.47026  0.833092 0.421657],[4.851281 0.583198 0.371629],[8.324966 0.804374 0.360388],[7.92031  1.167954 0.393351],[5.530989 0.51594  0.373404],1.541144609451294,-0.9530832767486572,-0.6391361951828003,-0.1604418158531189,-0.2740688920021057,-0.19296979904174805,3.490650177001953,3.4825379848480225,0.42125558853149414,1.25689697265625,0.841128408908844,0.8934609889984131,0.9732556343078613,0.9543148279190063,0.967833399772644,1.581864595413208,1.5805124044418335,1.0702201128005981,0.40100060423335054,0.32469993072517084,0.20629207007419392,0.05741476340887767,0.03899129816817629,0.014465265248003808,4.122924261099352,3.277180942901159,0.19836821191894197,1.2429706129355802,0.8365701202075658,0.7990632634911591,0.9307087170815288,1.0764681880900853,1.6414282213485976,8.510375538625974,6.950892879491767,2.4716606326717545
666,[1.16482  1.10146  0.564261],[2.626891 0.926391 0.477109],0.7252984774124412,[3.135463 1.078461 0.487337],[2.63231  0.842784 0.454203],[3.358047 1.302206 0.502794],[2.41216  0.89363  0.476715],[2.452718 0.940845 0.485771],[2.548099 0.92399  0.480156],[2.663018 0.901527 0.46842 ],[4.897494 1.696059 0.475821],[6.14968  1.735545 0.460242],0.6708713173866272,-0.10109320282936096,1.1326572895050049,-0.24788537621498108,-0.15105634927749634,-0.07814595103263855,0.0025742650032043457,3.0389842987060547,4.315075874328613,1.166453242301941,0.9749172925949097,1.281029224395752,0.9384959936141968,0.9625207185745239,0.9806108474731445,1.000638723373413,1.7540174722671509,2.0706348419189453,0.09395868105254242,0.0025147037433610464,0.22549547839448536,0.015727535220206867,0.010206745667906839,0.002074414047192441,0.0006662802592731035,1.9160105065770405,4.3550191274944305,1.2966269997668967,0.7441840011007149,1.6181069666272123,0.5355717343104497,0.5635459946465698,0.6506763243328294,0.7645848347389879,4.764742226916375,8.420569791230031
667,[0.56916  0.347133 0.277932],[1.030143 0.536236 0.415761],0.0890875283155429,[0.9927   0.523605 0.403189],[0.950827 0.519193 0.405808],[0.92775  0.511627 0.398232],[1.132062 0.555176 0.423016],[1.195236 0.574047 0.428616],[1.029246 0.543649 0.421466],[3.104745 0.72403  0.428006],[2.553001 0.644344 0.414238],[4.859291 0.92996  0.421679],-0.06264662742614746,-0.10631301999092102,-0.14453086256980896,0.1281130611896515,0.21575838327407837,0.012220144271850586,2.2746400833129883,1.6294426918029785,4.228789806365967,0.9683944582939148,0.9463645815849304,0.927083432674408,1.0646337270736694,1.1088511943817139,1.0061650276184082,2.1475675106048584,1.8220621347427368,3.1334457397460938,0.0005732106809096157,0.0022268975596212806,0.003799077994737665,0.003599547610870779,0.00961684656401592,2.9435202570482488e-05,1.4464625009092076,0.776928582994502,4.9391416462403415,0.07540585683672403,0.0638754395852701,0.0567058159073551,0.1270631344015469,0.15538901758459314,0.0902997780240753,2.197921436411089,1.3475134173083125,6.255191845138335
668,[0.541161 0.493549 0.4862  ],[1.022327 0.540863 0.416253],0.07955077601671719,[0.931119 0.515159 0.403287],[1.178094 0.589457 0.445083],[0.829197 0.478835 0.380983],[0.979285 0.528636 0.40939 ],[1.034833 0.547458 0.423233],[1.35719  0.60736  0.429136],[1.052796 0.542545 0.411603],[1.003241 0.52801  0.407803],[1.002956 0.533882 0.412465],-0.12987864017486572,0.2331899106502533,-0.29042863845825195,-0.06213277578353882,0.026080608367919922,0.41424256563186646,0.027500271797180176,-0.04038938879966736,-0.030141204595565796,0.9343863129615784,1.1178057193756104,0.8532776832580566,0.968610942363739,1.0131757259368896,1.2092722654342651,1.0138930082321167,0.9795956611633301,0.9847729206085205,0.0030492695917914148,0.00915189971531453,0.014130279455736527,0.0006830920912423247,8.286981309879593e-05,0.03890687520107979,0.0003176021224978361,0.00020029750361919932,0.00014611322161813453,0.05313624350676047,0.13885750183755785,0.03141726149695743,0.06636107824096417,0.08352781590863917,0.22737075077095406,0.08991201322134783,0.07361720289485638,0.07343946183461146
669,[3.48636  1.23146  0.506188],[4.123394 0.795316 0.420932],0.20110072914898144,[5.063501 1.400986 0.460716],[3.241227 0.776573 0.435506],[5.046899 1.313833 0.453125],[4.865376 0.787342 0.416153],[5.018291 0.82615  0.418982],[4.648199 0.726288 0.403484],[4.879578 0.7272   0.407401],[3.077948 0.54172  0.386202],[6.172679 0.386777 0.348085],1.5855602025985718,-0.8863375782966614,1.4742152690887451,0.7292289733886719,0.9237797260284424,0.43832874298095703,0.6745366454124451,-1.3337730169296265,1.567898154258728,1.2969412803649902,0.8340080380439758,1.2760887145996094,1.1365689039230347,1.1730040311813354,1.0820895433425903,1.1263262033462524,0.7502130270004272,1.2936334609985352,0.4174066477540208,0.2595943074149207,0.3742525338473805,0.18354099119010106,0.2672647631161548,0.09349638883285631,0.19221217948313196,0.3861583748160819,1.4572607320999043,0.8393938564632334,0.09066960332912817,0.8149608325712708,0.7023434592553439,0.839564046017975,0.5385385045631254,0.735030646337724,0.21897961862445578,2.6515996031073974
